show_id,show_name,season_id,season_year,season_status,format_type,episode_no,episode_label,part_no,video_id,video_url,title,normalized_title,channel_id,channel_name,channel_authority,playlist_id,playlist_name,playlist_position,published_at,duration_seconds,season_median_duration,duration_ratio,duration_flag,snapshot_at,age_days,lifetime_views_per_day,view_count,mainshow_flag,canonical_flag,split_episode_flag,reupload_flag,availability_status,classifier_score,classifier_confidence,review_status,exclusion_reason,notes,discovery_method,actor_name,actor_run_id,source_url
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,a1MuWPRiqb0,https://www.youtube.com/watch?v=a1MuWPRiqb0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=27,"Người nắm giữ thông tin về các Anh Trai ""nhả hint"" chất lượng #anhtraisayhi #anhtrai #shorts",nguoi nam giu thong tin ve cac anh trai nha hint chat luong anhtraisayhi anhtrai shorts,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,26,2024-04-06T11:00:00.000Z,59,11619.0,0.0051,strong_reject_short,2026-08-12T12:44:06.975475+07:00,857.78,15.01,12872,False,False,False,False,available,-15,HIGH,EXCLUDE,shorts,hard_exclusion:shorts,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=a1MuWPRiqb0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=27
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,7Ox5uiVWaYk,https://www.youtube.com/watch?v=7Ox5uiVWaYk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=28,"BTS: Anh trai HURRYKNG nhận kết đắng vì thách thức A Bắp, Cris Phan vùi dập Quỳnh Lý vì pha bóng lỗi",bts anh trai hurrykng nhan ket dang vi thach thuc a bap cris phan vui dap quynh ly vi pha bong loi,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,27,2024-04-27T05:00:03.000Z,556,11619.0,0.0479,strong_reject_short,2026-08-12T12:44:06.975475+07:00,837.03,15.96,13358,False,False,False,False,available,-15,HIGH,EXCLUDE,bts,hard_exclusion:bts,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=7Ox5uiVWaYk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=28
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,waxE0tLYEIQ,https://www.youtube.com/watch?v=waxE0tLYEIQ&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=17,"Teaser THE STARS - MV Theme Song | Anh Trai ""Say Hi""",teaser the stars mv theme song anh trai say hi,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,16,2024-06-02T13:00:21.000Z,48,11619.0,0.0041,strong_reject_short,2026-08-12T12:44:06.975475+07:00,800.7,77.14,61769,False,False,False,False,available,-15,HIGH,EXCLUDE,teaser,hard_exclusion:teaser,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=waxE0tLYEIQ&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=17
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,11,,,xIBKUvuO5Fk,https://www.youtube.com/watch?v=xIBKUvuO5Fk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=5,"Anh Trai Say Hi Tập 11: Team HURRYKNG - Atus tạo bất ngờ lớn, hé lộ dàn anh trai góp mặt chung kết",anh trai say hi tap 11 team hurrykng atus tao bat ngo lon he lo dan anh trai gop mat chung ket,UC2Lgi2uPsOcCVF3imz7l2mg,Vie GIẢITRÍ,official_distribution_partner,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,4,2024-08-24T13:00:08.000Z,17319,11619.0,1.4906,normal,2026-08-12T12:44:06.975475+07:00,717.7,25248.39,18120697,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=xIBKUvuO5Fk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=5
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,MH4gUH_BAd0,https://www.youtube.com/watch?v=MH4gUH_BAd0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=25,JustaTee sẵn sàng SUY hết mình với dàn nghệ sĩ trẻ #AnhTraiSayHi #AnhTrai #shorts,justatee san sang suy het minh voi dan nghe si tre anhtraisayhi anhtrai shorts,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,24,2024-04-16T13:00:25.000Z,60,11619.0,0.0052,strong_reject_short,2026-08-12T12:44:06.975475+07:00,847.7,38.59,32714,False,False,False,False,available,-15,HIGH,EXCLUDE,shorts,hard_exclusion:shorts,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=MH4gUH_BAd0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=25
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,12,,,hayn8WRniy0,https://www.youtube.com/watch?v=hayn8WRniy0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=4,"Anh Trai Say Hi Tập 12: Dàn anh trai bung hết skill, chơi hết sức với 8 màn solo đêm CHUNG KẾT 1",anh trai say hi tap 12 dan anh trai bung het skill choi het suc voi 8 man solo dem chung ket 1,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,3,2024-08-31T13:00:08.000Z,9143,11619.0,0.7869,normal,2026-08-12T12:44:06.975475+07:00,710.7,13683.05,9724509,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=hayn8WRniy0&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=4
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,C8I3yL91tPE,https://www.youtube.com/watch?v=C8I3yL91tPE&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=18,"[Trailer] Isaac, HIEUTHUHAI dẫn đầu liên quân battle ""căng đét"" với team Anh Tú | Anh Trai ""Say Hi""",trailer isaac hieuthuhai dan dau lien quan battle cang det voi team anh tu anh trai say hi,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,17,2024-06-11T14:00:08.000Z,664,11619.0,0.0571,strong_reject_short,2026-08-12T12:44:06.975475+07:00,791.66,449.14,355563,False,False,False,False,available,-15,HIGH,EXCLUDE,trailer,hard_exclusion:trailer,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=C8I3yL91tPE&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=18
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,4CHIUdNfu4Y,https://www.youtube.com/watch?v=4CHIUdNfu4Y&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=20,"""Say hi"": MC Trấn Thành tung hint về dàn Anh Trai và giám đốc âm nhạc xịn xò | Anh Trai ""Say Hi""",say hi mc tran thanh tung hint ve dan anh trai va giam doc am nhac xin xo anh trai say hi,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,19,2024-04-10T12:00:06.000Z,214,11619.0,0.0184,strong_reject_short,2026-08-12T12:44:06.975475+07:00,853.74,57.65,49218,False,False,False,False,available,14,MEDIUM,EXCLUDE,,show_alias;official_channel;official_full_playlist;episode_number_missing;duration_too_short,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=4CHIUdNfu4Y&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=20
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,BwErdsjHbYk,https://www.youtube.com/watch?v=BwErdsjHbYk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=23,"BTS: Trọn bộ moment đáng giá của Anh Trai HIEUTHUHAI, Bắp - Song Luân không ra sân chỉ ""sân si""",bts tron bo moment dang gia cua anh trai hieuthuhai bap song luan khong ra san chi san si,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,22,2024-04-24T06:23:19.000Z,644,11619.0,0.0554,strong_reject_short,2026-08-12T12:44:06.975475+07:00,839.97,56.38,47358,False,False,False,False,available,-15,HIGH,EXCLUDE,bts,hard_exclusion:bts,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=BwErdsjHbYk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=23
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,7,,,0Gf5hvT7mRY,https://www.youtube.com/watch?v=0Gf5hvT7mRY&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=9,"Anh Trai Say Hi Tập 7: Dàn anh trai cùng khách mời oanh tạc Livestage 3, team nào tạo nên SIÊU PHẨM",anh trai say hi tap 7 dan anh trai cung khach moi oanh tac livestage 3 team nao tao nen sieu pham,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,8,2024-08-03T13:00:07.000Z,7247,11619.0,0.6237,normal,2026-08-12T12:44:06.975475+07:00,738.7,13144.78,9710009,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=0Gf5hvT7mRY&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=9
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,13,,,J3kCVv5SXNk,https://www.youtube.com/watch?v=J3kCVv5SXNk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=3,"Anh Trai Say Hi Tập 13: Chấn động đêm CHUNG KẾT 2, mãn nhãn với 8 tiết mục solo bùng cháy sân khấu",anh trai say hi tap 13 chan dong dem chung ket 2 man nhan voi 8 tiet muc solo bung chay san khau,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,2,2024-09-07T13:00:07.000Z,9211,11619.0,0.7928,normal,2026-08-12T12:44:06.975475+07:00,703.7,12459.35,8767608,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=J3kCVv5SXNk&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=3
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,14,,,qKTqFeRb43w,https://www.youtube.com/watch?v=qKTqFeRb43w&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=2,Anh Trai Say Hi Tập 14: Đêm Chung Kết - Công Bố & Trao Giải,anh trai say hi tap 14 dem chung ket cong bo trao giai,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,primary_broadcaster,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,1,2024-09-14T17:04:34.000Z,13861,11619.0,1.193,normal,2026-08-12T12:44:06.975475+07:00,696.53,27232.3,18968047,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=qKTqFeRb43w&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=2
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,4,,,sZdDZDHLtaU,https://www.youtube.com/watch?v=sZdDZDHLtaU&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=12,"Anh Trai Say Hi - Tập 4: HIEUTHUHAI, Negav, Song Luân, Isaac mở màn với 4 siêu phẩm phá đảo sân khấu",anh trai say hi tap 4 hieuthuhai negav song luan isaac mo man voi 4 sieu pham pha dao san khau,UC2Lgi2uPsOcCVF3imz7l2mg,Vie GIẢITRÍ,official_distribution_partner,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,11,2024-07-06T13:00:08.000Z,6682,11619.0,0.5751,review_short,2026-08-12T12:44:06.975475+07:00,766.7,14282.92,10950673,True,True,False,False,available,20,HIGH,INCLUDE,,show_alias;numbered_episode;official_channel;official_full_playlist;plausible_duration,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=sZdDZDHLtaU&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=12
ATSH,"Anh Trai ""Say Hi""",ATSH_2024,2024,completed,closed_season,,,,lqp2_F53XPM,https://www.youtube.com/watch?v=lqp2_F53XPM&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=16,"THE STARS - Official MV Theme Song | Anh Trai ""Say Hi""",the stars official mv theme song anh trai say hi,UC2fu6CiFfNYz5UFORvFyc0w,Vie Channel - MUSIC,unknown,PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6,,15,2024-06-05T12:00:07.000Z,301,11619.0,0.0259,strong_reject_short,2026-08-12T12:44:06.975475+07:00,797.74,2242.98,1789312,False,False,False,False,available,-15,HIGH,EXCLUDE,official mv,hard_exclusion:official mv,official_playlist,streamers/youtube-scraper,6aaRakgaGJxf19zR1,https://www.youtube.com/watch?v=lqp2_F53XPM&list=PLxKLMN7WdG5AYDsDPTbq7zZTpOTGH7ay6&index=16
